ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender,Married,Dependents,Education,Self_Employed,Property_Area,Loan_Status
3599,3542.0,138,360,1,Female,Yes,0,Not Graduate,No,Urban,Y
3592,0.0,179,360,1,Female,Yes,2,Graduate,No,Rural,Y
5397,0.0,188,360,0,Male,No,1,Graduate,No,Semiurban,N
3332,3032.0,333,360,1,Male,Yes,1,Not Graduate,Yes,Rural,Y
5868,0.0,139,360,1,Female,No,2,Graduate,No,Semiurban,Y
12453,0.0,293,180,1,Female,Yes,0,Graduate,No,Semiurban,Y
9442,0.0,193,360,1,Female,Yes,0,Graduate,Yes,Rural,Y
5376,2488.0,205,360,1,Male,Yes,3+,Graduate,No,Semiurban,Y
16194,2550.0,132,360,1,Female,No,0,Not Graduate,No,Rural,Y
6146,1765.0,156,360,1,Male,No,0,Graduate,No,Semiurban,Y
6505,7369.0,146,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
5656,3563.0,213,360,0,Male,Yes,1,Graduate,No,Urban,N
5920,5896.0,116,120,1,Male,Yes,1,Graduate,No,Rural,Y
4811,0.0,114,360,1,Female,Yes,3+,Graduate,No,Urban,Y
5407,2458.0,81,360,1,Male,Yes,0,Graduate,No,Rural,Y
10930,0.0,206,360,1,Male,No,0,Graduate,No,Urban,Y
9894,1944.0,106,240,1,Male,No,2,Not Graduate,No,Semiurban,Y
2767,0.0,163,240,1,Male,Yes,0,Not Graduate,No,Semiurban,Y
3447,0.0,80,180,1,Female,Yes,1,Not Graduate,No,Urban,Y
4381,4221.0,100,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
8757,1570.0,165,240,0,Male,Yes,2,Graduate,No,Semiurban,Y
9993,1263.0,161,360,1,Male,Yes,2,Not Graduate,No,Urban,Y
8040,0.0,135,360,1,Female,No,0,Graduate,No,Rural,Y
3822,4806.0,189,360,0,Female,No,0,Graduate,No,Semiurban,N
4847,3408.0,132,180,1,Female,Yes,2,Graduate,No,Semiurban,Y
7322,3649.0,224,180,0,Male,Yes,2,Graduate,No,Rural,N
5439,2801.0,245,180,0,Female,Yes,0,Graduate,No,Rural,Y
5150,3718.0,251,240,0,Male,No,0,Graduate,No,Semiurban,N
5179,2844.0,164,360,1,Male,No,0,Graduate,No,Urban,Y
9564,3852.0,202,180,1,Male,Yes,2,Graduate,No,Semiurban,Y
7635,0.0,164,360,1,Female,Yes,0,Not Graduate,No,Urban,Y
5288,0.0,193,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
6853,2973.0,167,360,0,Male,Yes,0,Graduate,No,Semiurban,N
3651,0.0,173,240,1,Male,Yes,0,Graduate,No,Semiurban,Y
4851,1626.0,284,120,1,Male,Yes,1,Not Graduate,No,Urban,Y
9159,3640.0,87,360,1,Female,No,0,Graduate,No,Semiurban,Y
3270,0.0,176,360,0,Male,Yes,0,Not Graduate,No,Rural,N
7675,1931.0,175,360,1,Female,Yes,2,Graduate,No,Urban,Y
2760,2126.0,130,360,0,Female,No,0,Not Graduate,Yes,Semiurban,N
11760,0.0,200,360,1,Male,Yes,1,Graduate,No,Rural,Y
4808,5215.0,161,360,1,Male,No,1,Graduate,No,Rural,Y
7059,0.0,136,360,1,Female,Yes,1,Graduate,No,Urban,Y
6286,0.0,172,360,1,Male,No,0,Graduate,No,Semiurban,Y
6379,1996.0,291,360,1,Female,Yes,0,Not Graduate,No,Urban,Y
6802,3433.0,383,360,1,Female,No,1,Graduate,No,Urban,Y
3103,2517.0,151,360,0,Male,Yes,2,Graduate,Yes,Rural,N
6433,0.0,146,180,1,Male,Yes,2,Not Graduate,No,Rural,Y
5566,0.0,160,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
4818,1725.0,95,180,1,Male,Yes,0,Not Graduate,No,Urban,Y
4380,3736.0,154,360,1,Female,Yes,0,Graduate,No,Urban,Y
6499,2761.0,86,360,1,Male,No,2,Graduate,No,Semiurban,Y
4050,3851.0,86,480,0,Male,Yes,1,Graduate,No,Rural,N
9087,2273.0,122,360,1,Male,No,0,Graduate,No,Urban,Y
7272,2410.0,193,360,1,Female,Yes,3+,Graduate,Yes,Semiurban,Y
6660,0.0,116,240,1,Female,Yes,2,Not Graduate,No,Semiurban,Y
8922,0.0,180,360,1,Female,Yes,1,Graduate,No,Urban,Y
2972,0.0,146,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
3613,0.0,131,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
7406,0.0,229,360,1,Female,No,2,Graduate,No,Urban,Y
4472,0.0,169,360,1,Male,Yes,0,Not Graduate,No,Urban,Y
4681,2288.0,190,360,0,Male,Yes,2,Graduate,No,Semiurban,N
3449,0.0,146,360,1,Male,Yes,2,Not Graduate,No,Urban,Y
4054,0.0,216,180,1,Male,Yes,0,Graduate,No,Rural,Y
9175,0.0,108,120,1,Male,Yes,1,Graduate,No,Rural,Y
7334,0.0,249,360,1,Male,Yes,0,Graduate,No,Urban,Y
6470,4192.0,75,360,1,Male,Yes,1,Graduate,No,Rural,Y
4749,2537.0,78,180,1,Female,No,0,Graduate,No,Rural,Y
6306,2785.0,135,360,1,Female,No,1,Graduate,No,Urban,Y
9527,0.0,145,360,1,Female,No,0,Not Graduate,Yes,Urban,Y
4512,0.0,143,360,1,Male,Yes,0,Not Graduate,No,Rural,Y
5914,7064.0,116,180,1,Male,Yes,1,Graduate,No,Urban,Y
12094,0.0,298,360,0,Female,No,0,Graduate,Yes,Urban,N
7996,0.0,158,120,1,Male,No,2,Graduate,No,Semiurban,Y
4774,0.0,251,180,1,Male,Yes,2,Graduate,No,Urban,Y
7724,1839.0,88,360,1,Male,Yes,1,Graduate,Yes,Semiurban,Y
3254,2774.0,118,180,0,Male,No,1,Graduate,Yes,Rural,N
5820,3054.0,109,360,1,Female,Yes,2,Graduate,Yes,Rural,Y
7721,6456.0,84,360,0,Male,Yes,1,Graduate,No,Urban,Y
7005,4408.0,174,360,0,Female,Yes,0,Graduate,No,Rural,Y
7689,3818.0,133,240,1,Female,No,0,Graduate,No,Semiurban,Y
8410,1662.0,100,240,1,Female,Yes,1,Graduate,No,Rural,Y
7233,0.0,122,360,1,Female,Yes,0,Graduate,No,Urban,Y
7147,0.0,203,360,1,Male,Yes,0,Graduate,Yes,Urban,Y
6530,0.0,270,360,0,Female,No,0,Graduate,No,Semiurban,N
3893,6571.0,135,360,1,Male,Yes,1,Graduate,No,Rural,Y
9173,0.0,126,480,1,Male,Yes,2,Not Graduate,No,Semiurban,Y
5903,2004.0,138,180,1,Female,Yes,0,Graduate,No,Semiurban,Y
7912,0.0,124,180,1,Male,No,2,Graduate,No,Semiurban,Y
8766,3510.0,127,180,1,Female,Yes,0,Graduate,No,Rural,Y
4864,0.0,281,360,1,Male,Yes,1,Graduate,No,Rural,N
5027,4397.0,207,360,1,Female,Yes,0,Graduate,No,Rural,Y
5289,0.0,219,360,1,Male,No,0,Not Graduate,No,Semiurban,Y
9931,1783.0,116,360,0,Male,Yes,0,Graduate,No,Semiurban,Y
4184,0.0,202,240,1,Male,Yes,0,Graduate,No,Urban,Y
10694,3152.0,148,360,1,Female,Yes,0,Graduate,No,Urban,Y
6501,0.0,111,180,1,Female,Yes,1,Graduate,No,Urban,Y
6690,0.0,354,180,1,Male,No,0,Not Graduate,No,Semiurban,Y
8598,3349.0,186,180,0,Male,Yes,2,Not Graduate,No,Urban,Y
6204,3849.0,277,360,1,Female,Yes,2,Not Graduate,No,Semiurban,Y
9218,0.0,238,360,1,Female,Yes,0,Graduate,No,Urban,Y
4861,4283.0,87,360,1,Male,Yes,1,Not Graduate,Yes,Rural,Y
10540,1674.0,117,180,1,Male,No,1,Graduate,No,Urban,Y
5004,2309.0,202,240,1,Male,Yes,1,Graduate,No,Urban,Y
10720,0.0,143,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
5056,0.0,188,360,1,Male,Yes,2,Graduate,No,Rural,Y
5348,8107.0,235,240,1,Male,Yes,2,Graduate,No,Urban,Y
4010,4364.0,86,360,1,Male,No,2,Graduate,Yes,Rural,Y
4398,2955.0,182,120,1,Male,Yes,2,Not Graduate,No,Urban,Y
5915,2657.0,133,360,1,Male,Yes,1,Graduate,No,Urban,Y
6601,5385.0,211,240,1,Male,Yes,0,Graduate,No,Urban,Y
8927,3482.0,251,360,1,Male,No,0,Graduate,Yes,Urban,Y
5498,0.0,157,360,1,Male,Yes,2,Graduate,No,Rural,Y
3832,2976.0,150,360,1,Male,No,2,Graduate,No,Semiurban,Y
7011,4391.0,186,240,0,Female,No,0,Graduate,No,Rural,N
6421,3640.0,209,360,1,Male,Yes,2,Graduate,No,Urban,Y
7331,2771.0,325,360,1,Female,Yes,2,Not Graduate,Yes,Semiurban,Y
4632,3111.0,79,360,0,Male,No,0,Not Graduate,Yes,Semiurban,N
4835,6358.0,317,240,1,Male,Yes,1,Graduate,No,Semiurban,Y
4633,1826.0,241,360,1,Female,Yes,3+,Graduate,No,Urban,Y
9676,2571.0,276,360,1,Male,No,2,Graduate,No,Urban,Y
10585,1510.0,156,360,1,Male,No,0,Graduate,No,Rural,Y
4758,4823.0,140,360,1,Male,Yes,2,Graduate,Yes,Semiurban,Y
4794,2966.0,90,360,1,Male,Yes,0,Graduate,No,Urban,Y
7759,2457.0,127,360,1,Male,Yes,0,Graduate,No,Urban,Y
11114,2685.0,203,180,1,Male,Yes,0,Graduate,No,Semiurban,Y
12208,5625.0,126,360,1,Female,Yes,0,Graduate,No,Rural,Y
4678,0.0,168,360,0,Male,No,2,Graduate,No,Semiurban,N
5123,0.0,192,360,1,Male,Yes,0,Graduate,No,Urban,Y
6741,3807.0,213,360,1,Male,No,0,Graduate,No,Semiurban,Y
6876,0.0,347,360,1,Male,Yes,0,Graduate,Yes,Semiurban,Y
5582,3750.0,167,180,1,Female,No,0,Graduate,No,Semiurban,Y
4345,0.0,207,360,1,Female,Yes,2,Graduate,No,Urban,Y
5919,3755.0,145,180,0,Female,Yes,1,Graduate,No,Semiurban,Y
12202,1091.0,111,360,1,Male,Yes,1,Graduate,No,Urban,Y
4861,5069.0,131,360,1,Male,Yes,0,Graduate,No,Rural,Y
6573,2621.0,153,240,0,Female,Yes,0,Not Graduate,Yes,Urban,N
15931,1952.0,192,360,1,Male,No,2,Graduate,No,Rural,Y
4835,2686.0,319,360,0,Male,No,2,Not Graduate,Yes,Urban,N
7913,2076.0,162,360,0,Male,Yes,0,Not Graduate,Yes,Urban,Y
12442,0.0,136,240,1,Male,Yes,1,Not Graduate,No,Rural,Y
7628,1872.0,136,360,1,Female,Yes,0,Not Graduate,No,Semiurban,Y
9376,1686.0,181,120,1,Male,Yes,1,Graduate,No,Semiurban,Y
8365,0.0,180,360,1,Female,No,0,Not Graduate,No,Urban,Y
7375,2818.0,175,360,1,Male,No,1,Graduate,Yes,Semiurban,Y
10430,0.0,156,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
7808,3149.0,217,360,1,Female,Yes,2,Graduate,No,Urban,Y
5604,2419.0,84,360,0,Female,No,0,Graduate,No,Urban,Y
6370,3286.0,202,360,1,Female,Yes,0,Graduate,No,Rural,Y
6972,2147.0,140,180,1,Male,Yes,0,Graduate,No,Urban,Y
5111,4080.0,188,360,1,Male,No,0,Graduate,No,Semiurban,Y
6486,0.0,200,180,0,Female,Yes,2,Graduate,Yes,Rural,N
6114,2028.0,135,180,1,Female,Yes,0,Not Graduate,No,Rural,Y
7798,1227.0,368,360,1,Male,Yes,2,Graduate,No,Rural,Y
13983,2789.0,116,360,1,Male,Yes,2,Graduate,No,Rural,Y
6642,0.0,264,360,1,Male,Yes,2,Not Graduate,No,Urban,Y
11241,8821.0,156,360,1,Female,Yes,3+,Graduate,No,Urban,Y
7681,1706.0,230,180,1,Female,Yes,2,Graduate,No,Rural,Y
6474,1534.0,92,360,1,Female,Yes,1,Graduate,No,Rural,Y
5003,2486.0,196,360,1,Female,No,1,Graduate,No,Semiurban,Y
6494,2377.0,160,180,0,Female,No,0,Graduate,No,Semiurban,N
6334,0.0,203,360,1,Female,Yes,1,Not Graduate,No,Semiurban,Y
4518,0.0,202,360,1,Male,Yes,0,Graduate,No,Rural,Y
4781,3422.0,223,360,1,Male,Yes,2,Graduate,No,Semiurban,Y
6996,5188.0,262,360,1,Female,Yes,2,Graduate,No,Semiurban,Y
11190,2628.0,291,180,1,Male,No,0,Graduate,No,Urban,Y
5841,2842.0,99,360,0,Female,No,1,Graduate,No,Semiurban,N
3398,2392.0,89,360,1,Male,Yes,1,Graduate,No,Urban,Y
2669,3215.0,139,480,1,Male,Yes,0,Graduate,No,Urban,Y
3983,3021.0,176,360,1,Male,No,0,Graduate,No,Semiurban,Y
7998,1900.0,141,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
3612,0.0,231,360,1,Male,No,1,Graduate,No,Urban,Y
8540,0.0,280,360,1,Male,No,1,Graduate,No,Urban,Y
7813,2605.0,218,180,1,Male,Yes,0,Graduate,No,Semiurban,Y
5761,3213.0,103,360,0,Male,Yes,1,Graduate,No,Semiurban,N
4533,2908.0,265,360,1,Female,Yes,2,Graduate,No,Rural,Y
5437,0.0,133,180,1,Male,Yes,2,Graduate,No,Urban,Y
6925,2381.0,80,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
3650,4313.0,109,360,1,Male,Yes,1,Graduate,No,Urban,Y
10681,4074.0,229,360,1,Female,Yes,2,Not Graduate,No,Urban,Y
6899,0.0,204,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
7226,0.0,164,360,1,Male,Yes,0,Graduate,Yes,Rural,Y
7789,3129.0,145,360,1,Female,Yes,0,Graduate,No,Urban,Y
10218,2719.0,106,240,1,Male,Yes,0,Not Graduate,No,Urban,Y
6500,1576.0,138,360,1,Female,No,0,Graduate,No,Semiurban,Y
8000,2829.0,98,360,1,Male,Yes,1,Graduate,No,Urban,Y
4561,5208.0,204,360,0,Male,No,1,Not Graduate,No,Semiurban,N
12231,4813.0,228,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
6322,3728.0,208,180,1,Male,Yes,0,Not Graduate,No,Urban,Y
4552,1894.0,235,360,1,Male,Yes,0,Graduate,No,Urban,Y
5003,2472.0,173,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
2927,0.0,231,360,1,Female,Yes,0,Graduate,No,Urban,Y
4991,0.0,71,360,0,Female,No,0,Graduate,No,Semiurban,N
2515,0.0,158,360,1,Male,No,0,Not Graduate,Yes,Semiurban,N
8250,3129.0,206,360,1,Male,Yes,0,Not Graduate,No,Semiurban,Y
7135,4829.0,132,240,1,Male,Yes,1,Graduate,No,Semiurban,Y
4068,1770.0,154,360,0,Male,Yes,0,Graduate,No,Urban,N
5884,0.0,156,360,1,Male,No,1,Graduate,No,Urban,Y
5991,2074.0,167,180,0,Female,Yes,1,Graduate,No,Urban,Y
3780,3634.0,119,360,0,Female,Yes,0,Graduate,No,Semiurban,N
5482,0.0,156,360,1,Female,Yes,1,Graduate,No,Semiurban,Y
6066,0.0,227,360,1,Male,Yes,0,Graduate,No,Rural,Y
5424,6048.0,105,360,1,Male,Yes,0,Not Graduate,No,Urban,Y
4551,1489.0,121,360,0,Male,Yes,1,Graduate,No,Rural,N
4013,3013.0,161,360,1,Male,Yes,0,Not Graduate,No,Urban,Y
5350,1918.0,204,360,0,Male,Yes,0,Graduate,No,Semiurban,N
4757,0.0,105,360,1,Female,No,1,Not Graduate,No,Semiurban,Y
7572,0.0,131,360,1,Female,No,3+,Graduate,No,Rural,Y
10500,0.0,288,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
8719,3862.0,168,360,1,Male,No,0,Graduate,No,Urban,Y
6147,1901.0,199,360,1,Male,Yes,0,Graduate,Yes,Semiurban,Y
4615,0.0,236,360,1,Male,No,0,Graduate,No,Urban,Y
8617,0.0,169,240,1,Male,Yes,0,Graduate,No,Urban,Y
7766,0.0,106,360,1,Male,No,2,Graduate,No,Semiurban,Y
10172,3769.0,150,180,1,Male,Yes,0,Not Graduate,No,Semiurban,Y
6503,0.0,204,240,1,Male,Yes,1,Graduate,No,Urban,Y
11936,1309.0,212,180,1,Male,Yes,1,Graduate,No,Rural,Y
6504,2746.0,133,360,1,Male,Yes,0,Not Graduate,No,Rural,Y
4607,0.0,129,360,1,Female,No,1,Not Graduate,No,Semiurban,Y
4927,0.0,129,360,0,Male,Yes,1,Graduate,No,Urban,N
7422,2872.0,213,120,1,Male,Yes,0,Graduate,No,Urban,Y
4752,0.0,137,360,1,Male,Yes,1,Graduate,No,Urban,Y
11899,4642.0,85,360,1,Female,No,2,Graduate,Yes,Urban,Y
7166,0.0,145,360,1,Female,No,1,Graduate,Yes,Rural,Y
6093,0.0,202,180,1,Male,Yes,1,Graduate,No,Urban,Y
6301,3792.0,230,360,1,Female,Yes,1,Graduate,No,Semiurban,Y
5402,2006.0,132,360,1,Female,No,1,Not Graduate,No,Rural,Y
3146,2811.0,161,360,1,Female,No,0,Not Graduate,No,Semiurban,Y
4929,0.0,158,180,1,Male,No,2,Graduate,No,Rural,Y
11226,4181.0,150,360,1,Male,Yes,2,Graduate,No,Urban,Y
6575,3279.0,150,180,0,Male,No,1,Graduate,No,Semiurban,N
9152,3128.0,86,180,1,Male,Yes,2,Graduate,No,Urban,Y
9266,0.0,192,240,0,Female,No,1,Graduate,No,Urban,N
5906,2314.0,233,360,1,Female,Yes,0,Not Graduate,No,Urban,Y
7820,2243.0,151,360,1,Female,Yes,0,Not Graduate,No,Urban,Y
3247,0.0,114,360,1,Male,No,1,Not Graduate,Yes,Urban,Y
10816,0.0,186,360,1,Male,Yes,2,Graduate,No,Urban,Y
10422,0.0,318,360,1,Male,No,1,Not Graduate,Yes,Rural,Y
7336,0.0,184,360,1,Female,Yes,1,Not Graduate,No,Urban,Y
6673,0.0,172,360,1,Female,No,0,Graduate,Yes,Rural,Y
5937,0.0,117,360,1,Male,Yes,1,Graduate,Yes,Urban,Y
9615,0.0,88,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
8203,3514.0,155,240,1,Male,Yes,2,Not Graduate,No,Urban,Y
2293,0.0,184,360,1,Male,No,0,Graduate,No,Urban,Y
5176,2111.0,263,360,1,Male,Yes,2,Graduate,No,Urban,Y
3836,0.0,170,360,0,Female,Yes,0,Graduate,No,Semiurban,N
3592,3196.0,93,360,1,Male,Yes,0,Not Graduate,No,Semiurban,Y
9570,2218.0,117,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
5886,0.0,174,360,1,Male,Yes,2,Graduate,No,Semiurban,Y
7285,1435.0,174,360,1,Male,Yes,0,Not Graduate,Yes,Urban,Y
6191,0.0,211,360,1,Male,Yes,0,Graduate,No,Rural,Y
3608,2034.0,123,360,0,Male,Yes,0,Graduate,No,Semiurban,Y
3270,0.0,267,360,1,Male,Yes,1,Graduate,No,Urban,Y
5040,0.0,190,360,1,Male,Yes,0,Not Graduate,No,Urban,Y
5205,0.0,122,180,1,Female,No,0,Graduate,No,Semiurban,Y
5204,0.0,148,180,1,Male,No,0,Graduate,No,Urban,Y
5262,2867.0,106,360,0,Female,No,1,Not Graduate,Yes,Semiurban,N
13548,0.0,210,360,0,Male,No,3+,Graduate,No,Semiurban,N
9091,2718.0,244,120,1,Female,No,1,Graduate,No,Urban,Y
6613,2455.0,76,180,1,Male,No,2,Graduate,No,Rural,Y
5827,0.0,303,360,1,Female,No,2,Graduate,No,Semiurban,Y
5909,0.0,159,360,1,Male,Yes,0,Graduate,No,Urban,Y
8076,3067.0,177,360,0,Male,Yes,2,Graduate,No,Semiurban,Y
5805,1603.0,171,360,1,Male,Yes,0,Not Graduate,No,Urban,Y
8690,1625.0,239,360,1,Male,No,1,Graduate,No,Rural,Y
6910,1473.0,126,360,1,Female,Yes,1,Graduate,No,Semiurban,Y
13605,6889.0,148,180,1,Male,Yes,1,Graduate,No,Urban,Y
5667,3214.0,180,180,0,Female,No,2,Graduate,Yes,Semiurban,N
9374,0.0,233,360,0,Female,No,0,Graduate,No,Urban,N
3955,0.0,257,360,1,Female,Yes,2,Graduate,No,Semiurban,Y
4658,2476.0,224,180,1,Male,Yes,0,Graduate,No,Semiurban,Y
12758,0.0,153,360,1,Male,No,3+,Graduate,No,Semiurban,Y
8532,0.0,199,180,1,Male,No,3+,Not Graduate,No,Semiurban,Y
7341,3204.0,163,360,1,Female,No,1,Graduate,No,Urban,Y
15247,0.0,136,240,1,Female,No,1,Graduate,No,Urban,Y
5860,1709.0,171,360,1,Male,Yes,3+,Graduate,No,Urban,Y
9365,0.0,400,360,1,Female,Yes,0,Graduate,No,Rural,Y
9669,1640.0,125,360,1,Male,Yes,1,Graduate,No,Urban,Y
11483,2205.0,130,240,1,Female,Yes,0,Graduate,No,Rural,Y
3797,1825.0,159,360,1,Female,No,0,Graduate,Yes,Semiurban,Y
5844,2503.0,230,360,1,Male,Yes,0,Graduate,No,Rural,Y
6860,5280.0,93,360,1,Female,Yes,1,Graduate,No,Urban,Y
11397,4012.0,214,180,1,Female,Yes,0,Graduate,No,Rural,Y
7216,2119.0,135,360,1,Female,No,1,Graduate,Yes,Rural,Y
9678,0.0,208,360,1,Male,Yes,0,Graduate,No,Rural,Y
3683,0.0,181,360,1,Female,Yes,0,Not Graduate,No,Urban,Y
5314,0.0,146,360,0,Male,No,1,Graduate,Yes,Semiurban,N
10404,2193.0,103,360,1,Male,Yes,1,Graduate,Yes,Urban,Y
5590,5202.0,233,360,1,Male,Yes,2,Graduate,No,Urban,Y
6038,1551.0,157,360,1,Male,No,1,Graduate,No,Urban,Y
11314,3283.0,146,180,1,Female,Yes,0,Graduate,No,Semiurban,Y
4263,0.0,128,360,0,Male,Yes,2,Graduate,No,Urban,N
4630,1229.0,187,360,0,Female,Yes,0,Graduate,Yes,Urban,N
3555,2998.0,231,180,1,Male,No,2,Not Graduate,No,Semiurban,Y
11520,2245.0,164,360,1,Male,No,0,Graduate,No,Urban,Y
9018,0.0,127,240,1,Male,Yes,1,Graduate,No,Rural,Y
8918,0.0,252,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
5255,0.0,114,360,1,Male,Yes,0,Graduate,No,Urban,Y
3470,0.0,154,360,1,Female,Yes,3+,Graduate,No,Urban,Y
3171,3339.0,239,360,1,Male,No,0,Graduate,No,Urban,Y
10439,0.0,150,120,1,Male,Yes,1,Graduate,No,Urban,Y
7546,3491.0,101,180,1,Male,No,0,Graduate,No,Urban,Y
8161,0.0,176,180,1,Male,No,1,Graduate,Yes,Urban,Y
6729,1990.0,255,360,1,Female,Yes,0,Graduate,No,Urban,Y
4422,0.0,135,360,1,Male,Yes,2,Graduate,No,Rural,Y
5351,1780.0,141,360,1,Female,Yes,0,Graduate,No,Rural,Y
4034,5924.0,232,360,0,Male,Yes,0,Graduate,No,Semiurban,Y
3859,0.0,70,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
8697,0.0,258,360,1,Female,Yes,0,Graduate,Yes,Urban,Y
3254,3048.0,132,180,1,Female,Yes,1,Not Graduate,Yes,Urban,Y
4043,4220.0,94,360,1,Female,No,0,Graduate,No,Urban,Y
5474,0.0,152,360,1,Male,Yes,1,Not Graduate,Yes,Semiurban,Y
6263,0.0,203,240,1,Male,Yes,1,Graduate,No,Rural,Y
3541,4057.0,147,360,1,Female,Yes,0,Not Graduate,No,Rural,Y
3229,0.0,110,360,1,Male,Yes,0,Graduate,No,Rural,Y
7178,2513.0,231,360,1,Male,Yes,1,Graduate,No,Urban,Y
6573,2301.0,156,360,1,Male,No,0,Graduate,No,Rural,Y
10358,0.0,90,480,1,Female,Yes,0,Graduate,No,Semiurban,Y
6307,2402.0,93,360,1,Female,Yes,1,Not Graduate,No,Urban,Y
7483,2122.0,187,240,1,Male,No,1,Graduate,Yes,Urban,Y
4515,0.0,101,360,1,Female,No,2,Not Graduate,No,Rural,Y
4586,2940.0,305,360,0,Male,Yes,0,Not Graduate,No,Rural,N
3661,0.0,169,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
4531,1877.0,123,360,1,Male,No,2,Not Graduate,No,Semiurban,Y
5320,0.0,122,240,0,Female,Yes,1,Graduate,No,Rural,N
9900,0.0,166,360,1,Male,No,2,Graduate,No,Urban,Y
4282,2597.0,276,360,1,Male,No,0,Graduate,No,Urban,Y
13891,0.0,131,360,1,Female,Yes,1,Graduate,No,Semiurban,Y
7761,0.0,149,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
7101,0.0,185,360,1,Male,No,2,Graduate,No,Urban,Y
6108,0.0,150,240,1,Male,No,1,Not Graduate,No,Semiurban,Y
5650,0.0,100,360,1,Female,No,1,Not Graduate,No,Urban,Y
4783,0.0,167,360,1,Female,Yes,2,Not Graduate,No,Semiurban,Y
3495,0.0,130,480,1,Female,No,0,Not Graduate,No,Urban,Y
4336,2268.0,147,360,1,Female,No,1,Not Graduate,No,Semiurban,Y
11508,3485.0,291,180,1,Male,Yes,0,Graduate,No,Urban,Y
7561,1590.0,150,360,1,Male,Yes,0,Graduate,No,Rural,Y
11461,3958.0,79,360,1,Female,No,0,Graduate,No,Semiurban,Y
4737,0.0,144,360,1,Male,Yes,0,Graduate,Yes,Rural,Y
3993,0.0,158,360,1,Female,Yes,1,Graduate,No,Semiurban,Y
6084,0.0,202,360,1,Male,Yes,0,Graduate,Yes,Urban,Y
4394,4476.0,176,360,1,Male,Yes,0,Not Graduate,No,Urban,Y
6600,5410.0,175,360,1,Male,Yes,2,Graduate,No,Rural,Y
3271,1787.0,180,360,0,Male,No,0,Not Graduate,No,Semiurban,N
2834,0.0,212,240,0,Female,No,0,Graduate,No,Semiurban,N
6987,5296.0,100,360,1,Male,Yes,2,Not Graduate,No,Semiurban,Y
11654,0.0,335,360,1,Male,No,0,Graduate,No,Semiurban,Y
7116,7158.0,142,360,0,Male,Yes,2,Graduate,No,Semiurban,Y
7529,0.0,112,360,1,Male,No,0,Graduate,No,Urban,Y
6189,0.0,187,360,1,Male,Yes,3+,Not Graduate,No,Rural,Y
6429,0.0,147,360,1,Male,No,2,Graduate,No,Urban,Y
3440,3381.0,224,360,1,Male,Yes,2,Graduate,No,Urban,Y
4455,3061.0,132,360,1,Male,No,0,Not Graduate,No,Urban,Y
9856,0.0,235,360,1,Male,Yes,1,Graduate,No,Urban,Y
3876,0.0,113,360,0,Male,No,2,Graduate,No,Urban,Y
5273,2296.0,306,120,1,Male,Yes,0,Graduate,No,Rural,Y
9768,0.0,160,360,1,Female,Yes,0,Graduate,No,Rural,Y
6357,3230.0,271,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
6489,2963.0,108,360,1,Female,Yes,1,Graduate,Yes,Rural,Y
5289,0.0,209,360,1,Female,No,0,Graduate,No,Urban,Y
7997,1612.0,207,360,0,Male,Yes,1,Not Graduate,No,Urban,N
8830,2668.0,151,360,1,Male,Yes,0,Graduate,No,Rural,Y
4367,3505.0,80,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
3544,0.0,209,360,1,Female,No,1,Not Graduate,No,Rural,N
2977,0.0,144,360,1,Male,No,0,Graduate,No,Rural,Y
7377,3115.0,253,180,1,Female,No,1,Graduate,No,Urban,Y
7029,2453.0,227,360,1,Female,Yes,3+,Graduate,No,Urban,Y
15741,2229.0,253,360,0,Female,No,1,Graduate,No,Rural,N
6203,0.0,196,360,1,Male,Yes,0,Not Graduate,No,Semiurban,Y
5762,0.0,168,180,1,Male,No,2,Graduate,No,Semiurban,Y
6691,1617.0,275,360,1,Male,Yes,1,Not Graduate,No,Semiurban,Y
6840,3663.0,388,360,1,Male,No,1,Graduate,No,Rural,Y
5586,3146.0,163,360,1,Male,Yes,0,Not Graduate,No,Urban,Y
4419,7389.0,251,180,1,Female,Yes,0,Graduate,No,Semiurban,Y
